id_client,plafond_credit_eur,sexe,niveau_education,situation_familiale,age,retard_paiement_sep_2023,retard_paiement_aou_2023,retard_paiement_juil_2023,retard_paiement_juin_2023,retard_paiement_mai_2023,retard_paiement_avr_2023,encours_carte_sep_2023_eur,encours_carte_aou_2023_eur,encours_carte_juil_2023_eur,encours_carte_juin_2023_eur,encours_carte_mai_2023_eur,encours_carte_avr_2023_eur,montant_rembourse_sep_2023_eur,montant_rembourse_aou_2023_eur,montant_rembourse_juil_2023_eur,montant_rembourse_juin_2023_eur,montant_rembourse_mai_2023_eur,montant_rembourse_avr_2023_eur,defaut_paiement_mois_suivant
5843,1400,1,2,2,23,-1,0,-1,-1,-1,-1,47,40,37,40,15,15,34,37,42,15,15,22,0
5844,280,1,2,2,37,-1,-1,-1,0,-1,0,25,41,22,11,22,11,41,22,0,875,0,0,0
5845,5040,2,1,2,27,0,0,2,0,0,0,2776,3350,3243,2958,3342,3251,630,3,280,560,700,0,0
5846,1680,2,2,1,59,4,4,5,4,3,2,1596,1655,1669,1626,1593,1563,101,56,0,0,0,112,0
5847,2520,2,1,1,43,0,0,0,0,2,2,1625,1722,1751,2271,2242,2309,140,140,560,0,283,2,1
5848,3360,2,1,1,30,1,-2,-2,-2,-2,-1,0,0,0,0,0,4,0,0,0,0,4,6,0
5849,3080,1,1,2,30,0,0,0,0,0,0,3102,3136,2698,1386,1376,1379,123,79,53,51,61,56,0
5850,7840,2,3,1,61,0,0,0,0,0,0,4557,4116,4178,4267,4361,4152,196,168,154,162,146,168,0
5851,5600,1,1,2,28,0,-1,2,2,-1,-1,209,621,290,75,29,4780,621,0,0,173,5060,140,0
5852,3640,1,2,2,29,0,0,0,0,0,0,1751,1752,1754,1789,1832,1811,64,62,63,70,84,112,0
5853,5600,2,2,2,28,1,2,0,0,2,2,1732,1688,1783,1893,1859,1996,0,140,140,0,168,0,1
5854,1400,2,2,2,26,0,0,0,0,0,0,822,854,873,515,526,539,45,36,18,19,22,15,1
5855,840,1,3,1,53,0,0,-2,-2,-2,-2,45,0,0,0,0,0,0,0,0,0,0,0,0
5856,6440,2,1,1,30,-1,-1,-1,-1,-1,-1,392,786,653,383,361,310,787,654,383,361,310,320,0
5857,5040,2,1,2,31,-1,-1,-1,-1,-1,-1,110,29,0,24,373,427,29,0,24,373,427,495,0
5858,6160,1,1,1,40,0,0,0,0,0,0,3629,4125,3701,2348,2500,2654,560,224,140,196,196,140,0
5859,1400,1,1,2,46,0,0,-2,-2,-2,-2,1439,0,0,0,0,0,0,0,0,0,0,0,0
5860,560,1,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,7000,2,2,2,40,-1,-1,-1,-1,0,0,66,9,-39,101,241,250,9,140,140,140,112,84,0
5862,1400,1,3,2,41,0,0,0,0,-1,-1,1327,1367,1394,542,2,551,61,60,21,2,555,22,0
5863,5040,2,2,2,26,0,0,0,0,0,0,304,261,217,178,171,213,56,56,56,87,140,155,0
5864,8960,1,2,2,44,-1,-1,-2,-2,-2,-2,1031,806,367,73,254,184,806,370,73,254,184,357,0
5865,280,2,3,1,41,-1,-1,2,0,-1,-1,22,22,22,11,11,22,41,0,0,11,22,0,1
5866,8960,2,1,2,31,-2,-2,-2,-2,-2,-1,38,153,268,107,21,108,153,268,107,21,108,8,0
5867,7000,1,2,2,30,0,0,0,0,0,0,4776,4854,4965,4972,4787,4438,183,224,181,169,174,168,0
5868,840,1,2,2,24,1,2,2,3,2,0,588,571,571,558,550,314,0,67,0,0,56,0,0
5869,7280,1,2,2,31,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,18,9,9,9,9,4,0
5870,3640,2,2,1,37,0,0,0,0,0,0,3442,3403,3018,2362,4735,2460,168,149,87,87,176,92,0
5871,5040,2,1,1,30,0,0,0,0,0,2,4174,4265,4376,4513,4821,4171,210,224,252,392,0,154,1
5872,7560,2,1,2,27,0,0,0,0,0,0,5621,5724,5540,4865,4175,4062,266,250,203,151,148,143,0
5873,2240,2,3,2,30,0,0,0,-1,0,0,1027,1071,1116,804,820,843,61,78,853,30,37,121,0
5874,840,2,1,2,27,-1,0,0,0,0,-1,12,41,68,56,84,199,29,28,14,28,199,28,0
5875,2800,1,3,1,35,2,2,0,0,2,2,2837,2737,2588,2722,2489,2625,0,98,196,0,196,0,1
5876,9520,2,2,2,33,0,0,0,0,0,0,9413,8446,8584,8730,8913,9101,288,288,290,301,312,316,1
5877,5880,2,2,1,26,0,0,0,0,0,0,5797,5668,3979,2792,496,4221,252,154,101,28,3780,149,0
5878,7840,2,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,229,0,32,0,0,229,0,6472,92,0
5879,19880,1,2,2,33,-1,-1,-1,-1,-1,-1,237,472,26,176,132,105,485,26,212,133,105,707,0
5880,1400,2,2,2,23,0,0,0,0,0,0,1198,1105,1018,815,807,819,46,40,29,29,42,28,0
5881,5320,1,1,2,35,0,0,0,0,0,0,696,659,619,656,621,633,51,56,56,28,56,85,0
5882,11200,2,1,2,32,0,0,0,0,0,0,1356,1453,1492,1603,1709,1817,140,84,140,140,140,140,0
5883,3080,2,3,1,53,-2,-2,-2,-2,-2,-2,41,21,0,0,0,0,21,0,0,0,0,0,0
5884,560,2,2,1,23,2,0,0,0,2,0,454,494,515,533,432,258,47,40,31,0,11,30,1
5885,560,2,1,2,25,2,2,0,0,0,0,516,500,524,476,524,566,0,48,25,56,50,0,1
5886,560,2,2,1,29,1,2,2,2,2,2,341,328,377,364,385,313,0,56,0,30,0,6,0
5887,560,1,2,2,23,1,2,2,2,2,0,131,180,173,190,183,235,56,0,20,0,56,56,0
5888,6440,2,1,2,43,0,0,0,0,0,0,1111,1099,1070,1023,1008,962,140,140,84,97,112,140,0
5889,5040,1,2,1,37,-1,-1,-1,-1,0,0,405,950,146,371,191,117,953,146,371,168,28,114,0
5890,7840,1,2,1,41,-1,-1,-1,-1,-1,-1,99,87,89,117,288,277,87,89,117,288,277,47,0
5891,14280,2,1,2,36,0,0,0,0,0,0,6577,6007,6093,6123,5350,5463,279,230,204,196,201,202,0
5892,4200,1,2,1,40,0,0,0,0,0,0,3968,4055,3857,3921,4048,3744,196,196,168,196,141,252,0
5893,560,1,3,2,26,2,0,0,0,0,0,501,538,541,523,539,557,46,67,18,22,28,42,1
5894,3080,2,3,1,38,0,0,0,0,0,0,2820,2483,2090,1373,969,647,99,86,57,57,29,28,0
5895,6440,2,1,2,34,-1,2,-1,-1,2,-1,25,17,3,20,11,918,0,28,28,0,938,84,1
5896,5040,2,1,2,27,0,0,0,0,0,0,3486,3551,3624,3600,3602,3635,140,168,140,140,140,140,0
5897,6440,2,3,2,36,0,0,0,0,0,0,387,379,370,442,399,427,43,34,78,35,35,36,0
5898,10360,2,1,2,35,0,0,-2,-1,-1,0,1126,-3,-3,65,4385,4368,0,0,68,4521,169,180,0
5899,14000,2,1,2,30,-2,-2,-1,-1,-2,-2,30,155,14,17,17,17,156,23,17,0,0,800,0
5900,7280,2,2,1,43,1,-2,-2,-1,0,-1,0,-12,-35,23,12,39,0,0,58,0,39,0,0
5901,2240,1,2,1,53,0,0,0,-2,-2,-2,162,187,0,0,0,0,28,0,0,0,0,0,1
5902,3920,2,2,2,27,1,2,2,3,2,2,3304,3462,3593,3522,3462,3676,253,230,28,0,276,0,0
5903,1400,1,1,2,30,0,0,0,0,2,2,840,861,661,728,692,1313,56,36,84,0,700,0,0
5904,1400,2,2,1,45,0,0,0,2,2,2,745,623,655,431,468,312,56,56,0,42,0,28,0
5905,2240,1,1,2,32,-1,-1,-2,-2,-2,-2,114,0,0,0,0,0,0,0,0,0,0,0,0
5906,4200,2,2,2,28,0,0,0,0,0,0,2383,2488,2586,2320,2140,2247,140,140,140,140,140,140,1
5907,1400,2,2,1,46,0,0,0,0,0,0,1396,1376,1378,820,823,835,68,62,33,34,30,30,0
5908,2240,1,2,3,39,2,0,0,0,0,0,2131,1531,803,791,799,782,56,42,34,36,34,34,0
5909,3920,2,1,1,40,0,0,0,0,0,0,1886,1933,1573,1615,1669,1749,87,109,78,78,106,84,0
5910,3920,2,1,2,30,0,0,0,0,0,0,2960,2794,2875,2865,2927,3000,140,154,140,112,126,126,0
5911,1400,2,2,2,24,-1,-1,-1,-1,0,-1,44,9,28,30,3,59,9,28,30,0,59,0,0
5912,840,2,2,2,24,0,0,2,0,0,0,703,772,743,776,788,808,99,0,53,29,34,34,0
5913,6440,1,2,2,32,0,0,0,0,0,0,4791,4603,2147,2155,2172,2184,209,84,76,79,78,80,1
5914,4200,2,2,2,26,0,0,0,0,0,0,2642,2698,2778,2752,2877,2886,140,126,126,168,140,140,0
5915,5600,2,2,1,53,-1,-1,-1,-1,-2,-1,142,0,464,0,0,1320,0,464,0,0,1320,0,0
5916,3080,2,1,1,41,2,2,7,7,7,7,4,4,4,4,4,4,0,0,0,0,0,0,0
5917,4200,2,2,1,44,0,0,0,0,0,0,496,544,418,363,417,227,57,57,56,56,56,28,0
5918,5600,2,3,1,46,-1,-1,-1,-1,-2,-2,34,157,70,0,0,0,157,70,0,0,0,0,1
5919,5040,2,3,2,33,1,-1,2,-1,-1,-2,0,6,6,16,0,0,6,0,16,0,0,0,0
5920,2520,2,1,2,29,-1,-1,-1,-1,0,0,172,173,0,90,53,0,174,6,90,0,0,0,0
5921,5600,2,1,2,30,-1,-1,-1,-1,-1,-1,3,8,16,3,9,12,8,16,3,9,12,0,1
5922,6440,2,2,1,45,-1,-1,-1,-1,0,0,3,3,49,3,3,0,3,49,6,0,0,0,0
5923,2240,1,1,2,29,-1,0,0,0,0,0,492,496,438,375,370,325,84,56,28,56,14,73,0
5924,6440,2,1,2,33,-1,-1,-2,-2,-2,-2,176,0,0,0,0,0,0,0,0,0,0,0,0
5925,9520,2,2,2,31,4,3,2,-1,-1,-1,16290,16035,10754,8526,6921,6394,0,0,28,121,8063,224,1
5926,8120,2,2,1,53,-1,-1,-1,-1,-1,-1,43,6,40,28,106,137,6,40,28,106,137,141,0
5927,1680,2,3,1,41,0,0,0,0,0,0,1562,1567,1556,1542,1535,1545,74,76,70,64,84,70,0
5928,8960,2,1,2,29,0,0,-2,-1,-1,0,340,0,0,10,453,468,0,0,10,453,22,18,1
5929,5600,2,2,2,25,-2,-2,-1,-1,0,-1,636,222,276,675,688,206,0,284,675,14,206,271,0
5930,1400,2,3,1,54,0,0,0,0,0,0,466,454,437,400,362,326,44,42,17,13,11,10,0
5931,1400,1,3,2,24,4,3,2,2,2,0,762,742,755,762,746,761,0,34,27,0,28,41,1
5932,6440,2,2,1,43,0,0,0,0,0,0,2375,2438,2453,2513,2597,2682,120,117,140,140,140,140,0
5933,3640,2,1,2,29,0,0,3,3,2,0,2976,3352,3392,3297,3238,3250,423,140,0,0,118,140,0
5934,2240,2,3,1,39,-1,-1,-1,-1,-1,-1,20,56,99,211,0,90,56,99,211,0,90,0,0
5935,3360,2,1,2,31,0,0,0,0,0,2,2315,2326,2121,1750,1741,1707,124,113,84,160,0,70,0
5936,5600,2,2,1,34,0,0,0,-1,-1,-2,134,126,150,60,0,0,32,28,60,0,0,0,0
5937,8400,1,3,2,34,-1,-1,-1,-1,-1,-1,133,105,292,270,118,0,105,292,276,118,0,0,0
5938,5600,2,2,1,36,-1,-1,-1,-1,-1,-1,30,114,31,31,31,31,115,31,31,31,31,31,0
5939,2240,2,2,1,46,0,0,0,0,0,0,966,1006,1045,1070,1108,1146,56,56,42,56,56,56,0
5940,2240,2,3,2,32,1,-1,-1,-1,0,0,-4,1172,309,259,87,23,1176,309,260,0,0,113,0
5941,1680,2,1,2,25,0,0,0,0,0,0,1453,1484,1500,1532,1527,1626,54,56,56,56,168,0,0
5942,840,2,2,1,30,0,0,0,2,0,0,704,727,797,777,789,847,42,84,0,28,70,34,0
5943,8400,2,2,1,42,-1,-1,-1,-1,-1,-1,1090,9,228,594,9,43,9,228,594,9,43,1326,0
5944,2800,2,1,1,38,0,0,0,0,0,0,1869,1920,1824,1365,1429,1455,140,68,84,84,56,84,0
5945,8120,2,1,2,31,0,0,0,0,0,-1,1237,447,429,398,271,5,39,34,8,140,5,11,0
5946,7560,1,0,2,39,1,-1,-1,-1,-1,-2,0,285,1947,521,0,0,285,1966,532,11,0,0,0
5947,1960,2,2,2,24,0,-1,0,0,0,-1,197,45,790,811,834,759,55,784,35,42,819,28,1
5948,2520,2,2,1,24,-2,-2,-2,-2,-2,-2,2556,2557,2468,2134,1828,762,140,86,57,59,60,1099,0
5949,4760,2,1,2,26,0,0,0,0,0,0,3036,3077,2377,2313,2363,2411,101,87,84,87,87,93,0
5950,2240,2,2,1,36,0,0,0,0,0,0,1953,1692,1424,1115,1127,1146,70,58,40,41,49,55,1
5951,2800,2,2,1,41,0,0,0,0,0,0,2669,2743,2776,2087,2136,2180,135,129,84,82,84,84,0
5952,6720,1,1,1,47,-2,-2,-2,-2,-2,-2,160,0,0,0,0,0,0,0,0,0,0,0,0
5953,8120,2,1,1,41,-1,-1,-1,-1,-2,-1,314,0,27,0,0,61,0,27,0,0,61,32,0
5954,3360,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5955,5600,1,2,2,26,0,0,0,0,0,0,2889,2997,3017,3079,3176,3231,154,112,112,147,140,123,0
5956,560,1,2,2,22,0,0,0,0,0,0,377,286,220,259,121,0,62,56,62,34,0,0,0
5957,14000,1,1,1,38,-1,-1,-1,-1,-1,-1,2112,738,220,84,245,131,770,220,85,247,133,322,0
5958,2800,2,2,2,25,0,0,0,0,0,0,2754,2729,2551,2138,2161,2186,101,84,76,78,84,78,0
5959,9800,1,1,1,55,-1,-1,-1,-1,-1,-1,167,177,42,22,420,19,177,42,22,420,19,0,0
5960,1400,2,2,2,24,1,2,0,0,0,0,954,649,641,506,540,558,0,46,20,42,28,14,0
5961,9520,2,2,1,52,0,0,0,0,0,0,9282,8953,7145,5535,5653,5487,339,280,196,196,196,224,0
5962,5040,2,2,1,29,0,0,0,0,0,0,728,737,747,733,733,712,50,42,30,27,28,29,0
5963,8400,2,1,1,54,-1,-1,-1,-1,-1,-1,30,-1,117,71,73,152,0,118,71,73,152,158,0
5964,6160,2,1,1,32,1,2,0,0,2,2,485,469,517,579,565,612,0,56,70,0,56,0,0
5965,2240,1,1,2,26,0,0,0,0,0,0,1580,1424,1334,990,921,637,73,112,84,98,98,64,0
5966,1400,2,2,1,32,0,0,0,0,0,0,1253,1231,816,533,502,486,42,35,17,17,73,16,0
5967,2800,1,2,2,26,0,0,0,0,0,0,1682,1748,1379,1415,1451,1486,112,84,56,56,62,48,0
5968,5600,1,1,2,27,0,0,-1,-1,-1,-1,1644,2136,640,848,1525,1040,846,642,859,1528,1042,1541,0
5969,13440,2,1,1,45,-1,0,-1,-1,-1,-1,503,306,18,45,105,264,28,18,45,105,264,28,0
5970,4760,2,2,1,34,0,0,0,0,0,0,990,969,881,790,740,422,39,50,18,22,30,5,0
5971,560,2,1,2,25,-1,0,0,0,0,0,442,473,502,168,221,270,38,42,28,56,56,0,1
5972,2240,1,2,1,28,0,0,0,0,0,0,899,812,459,104,131,152,37,115,4,28,28,28,1
5973,2240,1,1,2,26,0,0,0,0,0,0,2230,2263,1837,1390,1391,1307,98,74,48,56,48,84,1
5974,8400,1,2,1,31,1,2,0,0,0,0,7003,6197,4468,921,588,353,287,198,28,29,28,28,0
5975,4200,1,1,2,29,-1,-1,0,0,0,0,54,341,431,191,285,0,341,230,0,228,0,0,0
5976,1400,2,2,2,24,0,-1,-1,0,0,-2,415,270,1026,816,0,0,301,1027,16,0,0,0,0
5977,1400,2,2,1,26,-1,-1,-1,-1,-1,-2,53,22,0,132,0,0,22,0,132,0,0,0,0
5978,2800,2,3,2,28,2,0,0,0,0,0,2790,2830,1959,1703,1707,1670,106,85,70,73,61,73,0
5979,2520,2,2,1,45,-1,-1,-1,-1,-2,-2,1049,252,5,0,0,0,686,5,0,0,0,0,0
5980,1960,2,1,2,24,1,2,2,2,2,2,446,473,457,479,467,525,42,0,38,0,66,0,1
5981,2520,2,5,2,23,0,0,0,0,0,0,2329,2098,2112,822,268,271,98,82,27,5,5,398,0
5982,11200,1,1,1,42,0,0,0,0,0,0,954,1034,590,642,644,705,114,43,84,84,84,167,0
5983,280,1,2,2,36,0,0,2,0,0,-1,207,263,202,161,161,45,65,0,28,62,45,109,1
5984,2240,1,1,2,27,0,0,0,0,0,0,2032,1774,1443,1162,955,818,280,112,56,84,70,0,0
5985,1960,1,1,2,33,0,0,0,0,0,0,1788,1832,1825,1802,422,0,90,47,84,4,4,0,0
5986,2800,1,3,1,44,2,2,2,2,2,2,842,876,887,903,885,939,56,34,39,0,73,0,0
5987,5880,2,2,1,33,-1,-1,-1,-2,-2,-2,55,21,0,0,0,0,23,0,0,0,0,0,1
5988,10080,2,3,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5989,7840,1,1,1,28,1,2,0,0,0,2,7987,7734,7757,7862,7588,3133,0,281,281,199,1,4804,0
5990,5040,1,1,2,32,0,0,0,0,0,0,2381,2162,1908,1756,1684,1661,82,62,64,59,84,54,0
5991,6160,1,1,1,45,1,2,0,0,0,0,4399,4293,4396,4444,4539,4631,0,213,160,168,168,344,0
5992,5600,1,1,2,47,-1,-1,-1,-1,-1,-1,19,19,19,19,24,19,19,19,19,24,19,19,0
5993,3640,2,2,2,25,1,2,0,0,0,0,1461,1396,1456,1501,1529,1429,0,140,112,84,98,364,0
5994,5600,1,2,1,47,-2,-2,-2,-2,-2,-2,11,11,11,11,11,11,11,11,11,11,11,11,0
5995,4760,2,1,1,44,-1,-1,-1,-1,-1,-1,838,445,158,61,521,72,446,158,61,521,72,108,0
5996,3920,1,1,2,30,0,-1,-1,-1,-1,-1,638,179,47,-25,85,-5,182,70,0,224,0,28,0
5997,1400,2,3,1,54,0,0,0,0,0,0,1409,1416,1358,816,815,813,56,99,160,31,34,31,0
5998,5600,2,3,2,26,0,0,0,0,0,2,634,698,762,1018,1100,1132,84,84,280,104,56,84,0
5999,5600,1,3,2,33,0,0,0,0,0,0,5083,4864,4269,3352,3431,3066,199,150,122,135,123,93,0
6000,10080,2,3,1,36,2,0,0,-2,-2,-2,4215,4309,0,0,0,0,196,0,0,0,0,0,0
6001,1400,1,2,1,33,0,0,0,0,0,0,379,258,193,189,152,152,56,36,7,3,11,0,0
6002,14000,2,1,2,37,-1,-1,-1,-1,-1,-1,178,46,14,0,41,75,46,14,0,41,75,41,0
6003,2520,2,2,2,30,0,0,0,0,2,2,2111,2071,2101,2159,2120,2145,94,92,154,45,111,0,1
6004,14000,1,1,2,36,-1,-1,-1,0,0,0,69,29,973,571,667,636,31,984,84,140,140,140,0
6005,2240,2,3,1,33,0,0,0,0,0,0,2196,2142,2083,1353,1367,1371,94,203,83,56,53,52,0
6006,6440,1,3,1,53,-1,-1,-1,-1,-1,-1,60,264,169,517,271,787,264,173,517,271,787,97,0
6007,3360,2,1,2,30,-1,-1,-1,-1,-1,-1,12,12,12,0,23,12,12,12,0,23,12,12,1
6008,5320,2,3,1,56,0,0,0,0,0,0,1882,1772,1599,1607,1630,1648,79,76,61,64,60,64,0
6009,14000,1,2,1,50,0,0,0,0,0,0,7442,6910,6272,6250,6136,5943,470,392,930,831,919,1086,0
6010,2240,2,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,12600,2,1,2,35,1,-2,-1,0,0,-2,0,0,100,102,0,0,0,100,2,0,0,0,0
6012,7840,2,1,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,10080,2,3,1,47,-2,-2,-2,-2,-2,-2,41,0,112,0,0,208,0,112,0,0,208,14,1
6014,840,2,2,2,21,0,0,0,0,0,0,808,796,813,819,791,810,50,50,38,31,32,44,0
6015,1400,2,2,1,25,0,0,2,0,0,2,999,963,862,884,985,965,95,0,36,120,0,42,1
6016,1680,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6017,840,2,2,1,28,0,0,0,0,0,-1,241,279,137,30,-7,26,48,29,28,0,34,0,0
6018,560,1,2,1,49,0,0,0,0,0,-2,458,295,300,283,0,0,56,42,28,0,0,0,1
6019,560,1,3,3,57,1,2,0,0,0,0,572,564,557,569,570,564,34,36,28,28,28,28,0
6020,5600,1,1,1,43,2,0,0,0,-2,-2,1212,603,123,0,0,0,56,56,0,0,0,0,1
6021,2800,2,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,8400,2,3,1,39,-1,-1,-2,-2,-2,-2,31,0,0,0,0,0,0,0,0,0,0,0,0
6023,5880,2,1,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,1960,2,3,1,71,0,0,0,2,0,0,1811,1854,1984,1524,1556,1359,89,183,0,57,54,48,0
6025,5880,2,2,2,29,1,1,-2,-2,-1,0,49,-94,-112,-56,48,122,0,0,56,112,84,140,0
6026,12320,1,1,1,31,1,2,2,2,0,0,7679,7483,10108,4182,3997,3333,0,2800,0,168,112,224,1
6027,11480,1,1,2,33,-1,-1,-1,0,0,0,115,24,700,733,602,438,25,753,422,337,114,155,0
6028,3080,1,1,1,36,0,0,0,0,0,0,2926,3019,3075,1242,1286,1329,140,135,56,56,56,56,0
6029,5600,2,1,2,36,0,0,-2,-2,-2,-2,3384,0,0,0,0,0,0,0,0,0,0,0,0
6030,5040,2,3,1,42,-1,-1,-1,0,-1,-1,58,75,13,13,838,148,75,13,0,838,148,304,1
6031,4200,2,1,1,46,0,0,0,0,0,0,610,639,676,690,813,833,39,48,34,140,34,42,0
6032,9240,2,1,2,33,1,-2,-2,-1,2,2,-6,-6,-6,4,4,10,0,0,10,0,6,0,0
6033,14000,2,2,1,41,-1,-1,2,-1,-1,-1,250,2063,1825,153,845,325,1826,9,154,849,326,4,0
6034,9800,2,2,1,35,-2,-2,-1,-1,-2,-2,2335,737,752,1123,304,0,740,754,1123,304,0,0,0
6035,5600,2,2,1,36,-1,-1,-1,0,-1,-1,13,126,143,54,50,0,127,143,0,50,0,17,1
6036,7840,1,1,1,45,-1,-1,-1,-1,-1,-1,64,48,0,866,438,490,48,0,867,438,490,281,1
6037,2240,2,3,1,39,-1,-1,-1,-1,-2,-1,148,140,140,0,0,140,140,140,0,140,140,13,0
6038,7840,2,1,2,29,-1,-1,-1,-1,-1,-1,122,346,75,24,86,24,347,75,24,86,24,89,0
6039,3640,2,2,2,23,2,2,2,2,0,0,3247,3399,3045,2651,2700,2751,338,95,0,97,113,74,0
6040,4480,2,2,1,49,0,0,0,0,0,0,2140,2184,532,543,558,572,112,84,28,28,28,28,0
6041,560,2,2,2,23,2,2,7,7,7,6,67,67,67,67,67,50,0,0,0,0,0,0,1
6042,8400,2,2,2,32,0,0,0,0,0,-2,744,758,563,245,7,0,37,256,28,7,0,0,0
6043,2800,2,1,2,32,0,0,0,0,0,0,2624,2688,2747,1923,1872,1889,106,112,70,70,84,73,0
6044,3640,1,2,1,38,-1,-1,-1,-1,-1,-1,22,0,320,105,51,11,0,320,105,51,11,11,0
6045,14000,1,1,1,55,2,2,2,2,2,2,139,139,139,139,139,139,0,0,0,0,0,0,1
6046,5600,2,2,1,27,1,3,2,2,2,2,5152,5108,5114,4887,5081,4960,146,196,0,372,0,174,1
6047,10080,2,1,2,30,0,0,0,0,0,0,1980,2087,2190,1945,2056,2032,280,280,280,280,280,280,0
6048,560,2,2,1,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6049,11200,1,2,2,29,1,2,0,0,0,0,591,553,534,424,422,358,0,42,28,28,56,56,0
6050,5600,2,3,1,52,1,2,2,0,0,0,5695,5378,4611,4357,4086,2932,165,0,171,162,119,81,0
6051,840,2,5,1,60,0,0,0,0,0,0,540,570,606,711,684,739,48,73,160,28,94,0,0
6052,840,1,2,1,58,-1,-1,-1,-1,-1,-1,69,133,105,116,110,104,134,106,116,110,104,24,1
6053,1400,1,2,1,55,1,2,0,0,-1,-1,1241,1213,1217,1239,60,47,0,34,28,60,47,0,0
6054,6440,2,1,1,51,-1,-1,-1,-1,-1,-1,28,64,77,2,95,65,64,77,2,95,65,67,1
6055,5880,2,1,1,36,1,-1,-1,-2,-1,-1,0,22,0,0,116,0,22,0,0,116,0,0,1
6056,1400,2,1,2,49,2,2,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1
6057,4760,2,5,1,33,0,0,0,0,0,0,4025,3637,3482,3152,755,239,175,178,125,28,37,3080,0
6058,6440,1,1,1,44,-1,-1,-1,-1,0,-1,23,23,23,46,23,23,23,23,46,0,23,18,0
6059,6440,2,1,2,48,0,0,0,0,0,0,4510,4613,4710,4455,4548,4645,218,215,157,161,168,176,0
6060,9800,2,1,1,36,0,0,0,0,0,0,9857,9909,9853,9833,9879,9919,366,404,363,364,359,362,0
6061,4760,2,1,2,36,-1,-1,2,-1,-1,-1,7,23,12,65,9,-31,40,0,65,0,0,0,0
6062,4200,2,2,1,36,2,2,2,2,2,2,3856,3949,3989,4031,4109,4192,196,146,148,146,154,146,0
6063,2520,2,2,1,27,-1,-1,0,0,0,0,49,495,515,600,186,289,495,84,140,84,140,196,0
6064,8960,2,1,2,33,-2,-2,-2,-2,-2,-1,-10,-10,-10,-10,-10,383,0,0,0,0,393,45,0
6065,3360,2,2,2,45,0,0,0,0,0,0,2576,2632,2688,2744,2800,0,56,56,56,56,0,0,0
6066,560,2,3,1,56,2,0,0,0,0,0,360,396,429,454,493,279,42,42,28,42,42,42,0
6067,7840,2,1,1,41,2,-1,-1,-1,-2,-1,8,192,14,0,0,7,192,14,0,0,7,0,0
6068,2520,2,2,2,28,0,0,0,0,0,-2,2283,1113,829,578,0,0,56,39,29,0,0,0,0
6069,12600,1,1,1,30,0,0,-2,-2,-2,-2,707,0,0,0,0,0,0,0,0,0,0,3773,0
6070,7560,1,2,2,27,0,0,0,0,0,0,4043,2558,420,395,401,3121,168,56,28,56,2800,2800,0
6071,2240,2,2,1,41,0,0,0,0,0,0,2078,2132,1272,855,794,75,98,56,39,45,11,28,0
6072,6440,2,2,1,41,0,0,0,0,0,0,4676,4777,4818,4833,4888,4956,224,210,182,182,196,198,0
6073,1400,2,2,1,30,-1,-1,2,-1,2,2,12,23,12,92,75,64,23,0,92,0,5,0,1
6074,7000,1,1,1,48,0,-1,-1,-1,0,-1,5749,149,137,542,136,195,281,141,549,136,197,338,1
6075,6160,2,1,2,42,-1,-1,-1,-1,-1,-1,738,883,1000,680,720,1365,883,577,680,720,1365,652,0
6076,840,2,1,1,38,0,0,0,0,0,0,741,757,773,799,378,233,56,39,36,20,28,0,0
6077,3360,1,2,2,68,2,2,0,0,0,0,3511,3467,3422,3417,3417,3642,123,124,122,124,353,126,1
6078,2800,2,2,2,26,0,0,0,-1,0,0,625,425,378,43,247,317,34,32,45,224,140,0,0
6079,4200,2,1,2,25,3,3,2,2,2,2,4123,4148,4112,4061,4070,4074,227,146,148,148,148,154,1
6080,18760,1,1,2,28,0,0,0,0,0,0,2481,2552,2781,2668,1786,1151,140,280,126,168,36,84,0
6081,5600,1,1,1,36,-1,-1,-1,-1,-1,-1,226,1381,159,248,1388,75,1382,159,248,1388,75,365,0
6082,1960,2,3,1,47,0,0,0,0,0,0,1999,1981,2001,1978,1987,1998,90,95,81,77,88,76,0
6083,1400,2,2,1,41,1,2,2,2,2,0,445,430,462,475,432,413,0,48,28,0,19,12,0
6084,2240,2,2,2,64,2,2,0,0,0,0,2073,2013,1981,1996,2039,2076,11,112,75,112,75,82,1
